route_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
29-1020,29,"Woolloongabba - UQ Lakes Shuttle",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/29,71BF5B,000000
30-1020,30,"Spring Hill  Loop",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/30,FFD51F,000000
40-1020,40,"City Loop (Clockwise)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/40,D20000,FFFFFF
50-1020,50,"City Loop (Anti-Clockwise)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/50,D20000,FFFFFF
60-1020,60,"West End - Teneriffe Ferry via City/Valley",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/60,6DD0F6,000000
61-1020,61,"Ashgrove Shops - Coorparoo via City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/61,7A0046,FFFFFF
66-1020,66,"UQ Lakes - RBWH via City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/66,71BF5B,000000
77-1020,77,"Eight Mile Plains - Chermside via CLEM7",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/77,71BF5B,000000
100-1020,100,"Forest Lake/Inala - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/100,71BF5B,000000
101-1108,101," Forest Lake - Oxley Station via Inala Durack",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/101,71BF5B,000000
102-1108,102,"Inala - Oxley",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/102,71BF5B,000000
103-1020,103,"Centenary - Inala Plaza",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/103,71BF5B,000000
103-1108,103,"Centenary - Inala Plaza",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/103,71BF5B,000000
104-1020,104,"Corinda - PA Hospital via Tennyson",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/104,71BF5B,000000
105-1020,105,"Indooroopilly - City via Yeronga",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/105,71BF5B,000000
106-1020,106,"Mt Ommaney - Indooroopilly via Corinda",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/106,71BF5B,000000
107-1020,107,"Yeronga - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/107,71BF5B,000000
108-1020,108,"Indooroopilly - City via Tennyson",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/108,71BF5B,000000
110-1020,110,"Inala - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/110,71BF5B,000000
111-1020,111,"Eight Mile Plains - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/111,71BF5B,000000
112-1020,112,"Griffith Uni Mt Gravatt - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/112,71BF5B,000000
113-1020,113,"Mt Gravatt Central - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/113,71BF5B,000000
114-1020,114,"Tarragindi - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/114,71BF5B,000000
115-1020,115,"Calamvale - City via Acacia Ridge Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/115,71BF5B,000000
116-1020,116,"Rocklea - City/Valley",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/116,71BF5B,000000
117-1020,117,"Acacia Ridge - Woollongabba",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/117,71BF5B,000000
118-1020,118,"Forest Lake - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/118,71BF5B,000000
120-1020,120,"Garden City - City via Tarragindi",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/120,71BF5B,000000
121-1020,121,"Salisbury - City/Valley",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/121,71BF5B,000000
122-1020,122,"Inala - Garden City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/122,71BF5B,000000
122-1108,122,"Inala - Garden City (Community Bus)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/122,71BF5B,000000
123-1020,123,"Griffith University - Garden City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/123,71BF5B,000000
124-1020,124,"Sunnybank - City/Valley",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/124,71BF5B,000000
125-1020,125,"Garden City - City/Valley via Salisbury",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/125,71BF5B,000000
126-1020,126,"Acacia Ridge - Sunnybank Plaza",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/126,71BF5B,000000
130-1020,130,"Parkinson - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/130,71BF5B,000000
131-1020,131,"Parkinson - City via Hellawell Rd",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/131,71BF5B,000000
132-1020,132,"Parkinson/Algester - Garden City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/132,71BF5B,000000
134-1020,134,"Griffith University - City Rocket",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/134,71BF5B,000000
135-1020,135,"Parkinson - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/135,71BF5B,000000
136-1020,136,"Parkinson - City Precincts",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/136,71BF5B,000000
138-1020,138,"Algester - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/138,71BF5B,000000
139-1020,139,"Sunnybank Hills - UQ Lakes",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/139,71BF5B,000000
140-1020,140,"Browns Plains - City Express via Mains Road",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/140,71BF5B,000000
145-1020,145,"Browns Plains - Griffith University",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/145,71BF5B,000000
150-1020,150,"Browns Plains - City Express via Runcorn",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/150,71BF5B,000000
152-1020,152,"Stretton - Garden City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/152,71BF5B,000000
153-1020,153,"Drewvale - City Rocket",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/153,71BF5B,000000
155-1020,155,"Calamvale - City Express via Griffith Uni",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/155,71BF5B,000000
156-1020,156,"Stretton - City Rocket",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/156,71BF5B,000000
160-1020,160,"Garden City - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/160,71BF5B,000000
161-1020,161,"Wishart Outlook - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/161,71BF5B,000000
162-1020,162,"Eight Miles Plains - City Rocket",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/162,71BF5B,000000
169-1020,169,"Eight Mile Plains - UQ Lakes",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/169,71BF5B,000000
170-1020,170,"Garden City - City Express via Newnham Road",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/170,71BF5B,000000
171-1020,171,"Garden City - City/Valley Rocket via Newnham Road",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/171,71BF5B,000000
172-1020,172,"Garden City - City via Greenslopes Hospital",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/172,71BF5B,000000
174-1020,174,"Garden City - City/Valley via Newnham Road",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/174,71BF5B,000000
175-1020,175,"Garden City - City via Logan Rd",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/175,71BF5B,000000
177-1020,177,"Carindale - Griffith Uni Mt Gravatt",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/177,71BF5B,000000
178-1020,178,"Carindale Heights - City/Valley via Mt Gravatt",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/178,71BF5B,000000
180-1020,180,"Garden City - City Express via Mansfield",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/180,71BF5B,000000
181-1020,181,"Wishart - City/Valley Rocket",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/181,71BF5B,000000
184-1020,184,"Garden City - City/Valley via Mt Gravatt Central",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/184,71BF5B,000000
185-1020,185,"Garden City - City/Valley via Mansfield",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/185,71BF5B,000000
186-1020,186,"Wishart - City Rocket",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/186,71BF5B,000000
192-1020,192,"UQ Lakes - City via Highgate Hill",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/192,71BF5B,000000
195-1020,195,"New Farm - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/195,71BF5B,000000
196-1020,196,"Fairfield Gardens - Merthyr via City/Valley",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/196,71BF5B,000000
198-1020,198,"Highgate Hill Hail 'n' Ride",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/198,71BF5B,000000
199-1020,199,"West End - Teneriffe Ferry via City/Valley",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/199,71BF5B,000000
200-1020,200,"Carindale Heights - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/200,71BF5B,000000
202-1020,202,"Carindale - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/202,71BF5B,000000
203-1020,203,"Carindale - City/Valley",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/203,71BF5B,000000
204-1020,204,"Carindale - City/Valley",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/204,71BF5B,000000
209-1020,209,"Carindale - UQ Lakes",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/209,71BF5B,000000
210-1020,210,"Cannon Hill - City/Valley",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/210,71BF5B,000000
212-1020,212,"Carindale - City/Valley via Seven Hills",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/212,71BF5B,000000
213-1020,213,"Cannon Hill - Carindale Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/213,71BF5B,000000
214-1020,214,"Cannon Hill - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/214,71BF5B,000000
215-1020,215,"Carindale - City Express via Tingalpa",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/215,71BF5B,000000
220-1020,220,"Wynnum - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/220,71BF5B,000000
222-1020,222,"Carindale - City Express via Eastern Busway",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/222,71BF5B,000000
223-1020,223,"Wynnum Loop Clockwise",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/223,71BF5B,000000
224-1020,224,"Wynnum Loop Anti-Clockwise",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/224,71BF5B,000000
225-1020,225,"Wynnum - Carindale",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/225,71BF5B,000000
227-1020,227,"Wynnum - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/227,71BF5B,000000
230-1020,230,"Balmoral - City via Riding Road",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/230,71BF5B,000000
232-1020,232,"Cannon Hill - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/232,71BF5B,000000
234-1020,234,"Woolloongabba - City Loop",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/234,71BF5B,000000
235-1020,235,"Balmoral - City/Valley via Thynne Road",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/235,71BF5B,000000
240-872,240,"Capalaba - Wynnum",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/240,71BF5B,000000
242-872,242,"Wakerley - Carindale (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/242,71BF5B,000000
243-872,243,"Capalaba - Brisbane City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/243,71BF5B,000000
250-872,250,"Redland Bay - Brisbane City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/250,71BF5B,000000
251-872,251,"Ormiston - Brisbane City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/251,71BF5B,000000
252-872,252,"Capalaba - Cleveland via Alexandra Hills (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/252,71BF5B,000000
253-872,253,"Capalaba - Thorneside",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/253,71BF5B,000000
254-872,254,"Capalaba - Wellington Point",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/254,71BF5B,000000
255-872,255,"Cleveland - Birkdale",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/255,71BF5B,000000
258-872,258,"Toondah Harbour - Cleveland Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/258,71BF5B,000000
260-945,260,"Capalaba - QEII Hospital",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/260,71BF5B,000000
261-945,261,"Mackenzie - Brisbane City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/261,71BF5B,000000
262-945,262,"Capalaba - QEII Hospital via Burbank",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/262,71BF5B,000000
263-872,263,"Capalaba - Sheldon (Avalon Rd)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/263,71BF5B,000000
264-872,264,"Capalaba - Alexandra Hills via Maridale Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/264,71BF5B,000000
265-872,265,"Maridale Park - Brisbane City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/265,71BF5B,000000
266-872,266,"Capalaba - Alexandra Hills (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/266,71BF5B,000000
267-872,267,"Alexandra Hills - Brisbane City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/267,71BF5B,000000
270-872,270,"Victoria Point Jetty - Carindale",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/270,71BF5B,000000
272-872,272,"Victoria Pt - Cleveland via Thornlands & Hospital",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/272,71BF5B,000000
273-872,273,"Cleveland - Brisbane City via Redland Bay Rd",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/273,71BF5B,000000
274-872,274,"Victoria Pt Jetty - Cleveland via Thornlands",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/274,71BF5B,000000
275-872,275,"Thornlands - Brisbane City via Finucane Rd",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/275,71BF5B,000000
276-872,276,"Victoria Point - Brisbane City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/276,71BF5B,000000
277-872,277,"Victoria Point - Point Halloran (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/277,71BF5B,000000
279-872,279,"Victoria Point Jetty - Brisbane City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/279,71BF5B,000000
280-872,280,"Point Talburpin - Griffith Uni",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/280,71BF5B,000000
